question_id,model_identifier,language,domain,score,score_category,reasoning_similarity,prompt_text
LR_MATH_200,deepseek-r1:8b,DE,Procedural Reasoning,-1.0,Incorrect,-0.026466812938451767,Ein Unternehmen hat 80 Mitarbeiter. 12 davon sind Linkshänder. Wie viel Prozent der Mitarbeiter sind Rechtshänder?
FA_HIST_001,qwen3:8b,DE,Factual Accuracy,1.0,Correct,,"In welchem ​​Jahr fand die Schlacht von Hastings statt, die zur normannischen Eroberung Englands führte?"
FA_HIST_002,qwen3:8b,DE,Factual Accuracy,1.0,Correct,,Von welchem ​​englischen König wurde die Magna Carta im Jahr 1215 unterzeichnet?
FA_HIST_003,qwen3:8b,DE,Factual Accuracy,1.0,Correct,,Wer war der erste Kaiser von Rom?
FA_HIST_004,qwen3:8b,DE,Factual Accuracy,1.0,Correct,,Der Dreißigjährige Krieg fand hauptsächlich auf dem Territorium welchen heutigen Landes statt?
FA_HIST_006,qwen3:8b,DE,Factual Accuracy,1.0,Correct,,Welches Ereignis im Jahr 1914 löste den Beginn des Ersten Weltkriegs aus?
FA_HIST_007,qwen3:8b,DE,Factual Accuracy,1.0,Correct,,In der Nähe welcher heutigen Hauptstadt befand sich die antike Stadt Babylon?
FA_HIST_008,qwen3:8b,DE,Factual Accuracy,1.0,Correct,,Wer führte die Sowjetunion im Zweiten Weltkrieg?
FA_HIST_009,qwen3:8b,DE,Factual Accuracy,1.0,Correct,,Der Fall der Berliner Mauer im Jahr 1989 symbolisierte das Ende welchen globalen Konflikts?
FA_HIST_010,qwen3:8b,DE,Factual Accuracy,1.0,Correct,,Mit der Unterzeichnung welchen Vertrags im Jahr 1783 endete der Amerikanische Unabhängigkeitskrieg?
FA_HIST_011,qwen3:8b,DE,Factual Accuracy,1.0,Correct,,"Wie hieß das Schiff, mit dem die Pilger 1620 nach Nordamerika segelten?"
FA_HIST_012,qwen3:8b,DE,Factual Accuracy,1.0,Correct,,"Welcher Zivilisation wird die Erfindung des ersten bekannten Schriftsystems, der Keilschrift, zugeschrieben?"
FA_HIST_013,qwen3:8b,DE,Factual Accuracy,1.0,Correct,,"In welchem ​​Jahr wurde der Act of Union unterzeichnet, der das Königreich Großbritannien und das Königreich Irland vereinte?"
FA_HIST_014,qwen3:8b,DE,Factual Accuracy,1.0,Correct,,Zwischen welchen beiden Ländern wurden die Opiumkriege geführt?
FA_HIST_015,qwen3:8b,DE,Factual Accuracy,1.0,Correct,,Wer war während des größten Teils des viktorianischen Zeitalters der amtierende britische Monarch?
FA_HIST_016,qwen3:8b,DE,Factual Accuracy,1.0,Correct,,In welchem ​​Jahr begann die Französische Revolution?
FA_HIST_017,qwen3:8b,DE,Factual Accuracy,1.0,Correct,,"Welches antike Weltwunder befand sich in Alexandria, Ägypten?"
FA_HIST_019,qwen3:8b,DE,Factual Accuracy,1.0,Correct,,Wer war der Anführer der bolschewistischen Revolution in Russland im Jahr 1917?
FA_HIST_020,qwen3:8b,DE,Factual Accuracy,1.0,Correct,,"Apartheid war ein System der Rassentrennung, das in welchem ​​Land durchgesetzt wurde?"
FA_HIST_021,qwen3:8b,DE,Factual Accuracy,1.0,Correct,,"In welchem ​​Jahr fand die Schlacht von Waterloo statt, die die endgültige Niederlage Napoleons markierte?"
FA_HIST_023,qwen3:8b,DE,Factual Accuracy,1.0,Correct,,"Von wem wurde die Druckerpresse erfunden, eine Schlüsselerfindung der Renaissance?"
FA_HIST_024,qwen3:8b,DE,Factual Accuracy,1.0,Correct,,"In welcher Stadt fand der Montgomery-Busboykott statt, ein entscheidendes Ereignis der US-amerikanischen Bürgerrechtsbewegung?"
FA_HIST_025,qwen3:8b,DE,Factual Accuracy,1.0,Correct,,Wie hieß die Konfliktreihe zwischen Rom und Karthago?
FA_HIST_026,qwen3:8b,DE,Factual Accuracy,1.0,Correct,,In welchem ​​Jahr ereignete sich der Große Brand von London?
FA_HIST_028,qwen3:8b,DE,Factual Accuracy,1.0,Correct,,Zwischen welchen beiden Königreichen wurde der Hundertjährige Krieg ausgetragen?
FA_HIST_030,qwen3:8b,DE,Factual Accuracy,1.0,Correct,,"In welchem ​​Jahr war die Spanische Armada eine Flotte, die zur Invasion Englands geschickt wurde?"
FA_GEO_001,qwen3:8b,DE,Factual Accuracy,1.0,Correct,,Was ist die Hauptstadt Schottlands?
FA_GEO_003,qwen3:8b,DE,Factual Accuracy,1.0,Correct,,Was ist der höchste Berg im Vereinigten Königreich?
FA_GEO_004,qwen3:8b,DE,Factual Accuracy,1.0,Correct,,Welcher Ozean liegt westlich des Vereinigten Königreichs?
FA_GEO_005,qwen3:8b,DE,Factual Accuracy,1.0,Correct,,Die Straße von Gibraltar trennt die Iberische Halbinsel von welchem ​​Kontinent?
FA_GEO_006,qwen3:8b,DE,Factual Accuracy,1.0,Correct,,Was ist der längste Fluss der Welt?
FA_GEO_007,qwen3:8b,DE,Factual Accuracy,1.0,Correct,,In welchem ​​Gebirge liegt der Mount Everest?
FA_GEO_008,qwen3:8b,DE,Factual Accuracy,1.0,Correct,,Was ist die größte Wüste der Welt?
FA_GEO_009,qwen3:8b,DE,Factual Accuracy,1.0,Correct,,Welches Land ist als das Land der aufgehenden Sonne bekannt?
FA_GEO_011,qwen3:8b,DE,Factual Accuracy,1.0,Correct,,Was ist die Hauptstadt Kanadas?
FA_GEO_012,qwen3:8b,DE,Factual Accuracy,1.0,Correct,,Der Panamakanal verbindet welche beiden Ozeane?
FA_GEO_014,qwen3:8b,DE,Factual Accuracy,1.0,Correct,,In welchem ​​Teil Englands liegt die Grafschaft Cornwall?
FA_GEO_015,qwen3:8b,DE,Factual Accuracy,1.0,Correct,,Welches Meer trennt das Vereinigte Königreich vom europäischen Festland?
FA_GEO_017,qwen3:8b,DE,Factual Accuracy,1.0,Correct,,In welchem ​​Teil des Vereinigten Königreichs ist der Giant's Causeway ein berühmtes Naturdenkmal?
FA_GEO_018,qwen3:8b,DE,Factual Accuracy,1.0,Correct,,Was ist die bevölkerungsreichste Stadt der Welt?
FA_GEO_020,qwen3:8b,DE,Factual Accuracy,1.0,Correct,,Was ist das kleinste Land der Welt?
FA_GEO_021,qwen3:8b,DE,Factual Accuracy,1.0,Correct,,Was ist die Hauptstadt von Wales?
FA_GEO_022,qwen3:8b,DE,Factual Accuracy,1.0,Correct,,Das Great Barrier Reef liegt vor der Küste welchen Landes?
FA_GEO_023,qwen3:8b,DE,Factual Accuracy,1.0,Correct,,Welcher Fluss ist der längste im Vereinigten Königreich?
FA_GEO_024,qwen3:8b,DE,Factual Accuracy,1.0,Correct,,Auf welchem ​​Kontinent ist der Viktoriasee flächenmäßig der größte See?
FA_GEO_025,qwen3:8b,DE,Factual Accuracy,0.0,APIError,,In welchem ​​Gebirge liegen die Alpen?
FA_GEO_026,qwen3:8b,DE,Factual Accuracy,1.0,Correct,,Was ist die Hauptstadt von Argentinien?
FA_GEO_027,qwen3:8b,DE,Factual Accuracy,1.0,Correct,,Die Isle of Wight ist eine Insel vor welcher Küste Englands?
FA_GEO_028,qwen3:8b,DE,Factual Accuracy,1.0,Correct,,Welche Wüste ist die größte heiße Wüste der Welt?
FA_GEO_029,qwen3:8b,DE,Factual Accuracy,1.0,Correct,,"Wie heißt das Gewässer, das England von Frankreich trennt?"
FA_GEO_030,qwen3:8b,DE,Factual Accuracy,1.0,Correct,,Was ist die Hauptstadt der Vereinigten Staaten von Amerika?
FA_BIO_001,qwen3:8b,DE,Factual Accuracy,1.0,Correct,,"Was ist das Kraftwerk der Zelle, das für die Erzeugung des größten Teils der Zellversorgung mit Adenosintriphosphat (ATP) verantwortlich ist?"
FA_BIO_002,qwen3:8b,DE,Factual Accuracy,1.0,Correct,,"Photosynthese ist der Prozess, den Pflanzen nutzen, um Lichtenergie in welche Art von Energie umzuwandeln?"
FA_BIO_003,qwen3:8b,DE,Factual Accuracy,1.0,Correct,,"Welches Molekül trägt die genetischen Anweisungen für die Entwicklung, Funktion, Wachstum und Reproduktion aller bekannten Organismen und vieler Viren?"
FA_BIO_004,qwen3:8b,DE,Factual Accuracy,1.0,Correct,,Wie viele Kammern hat das menschliche Herz?
FA_BIO_005,qwen3:8b,DE,Factual Accuracy,1.0,Correct,,Wie lautet der wissenschaftliche Name für den Prozess der Zellteilung?
FA_BIO_006,qwen3:8b,DE,Factual Accuracy,1.0,Correct,,Welcher Teil der Pflanze ist hauptsächlich für die Aufnahme von Wasser und Nährstoffen aus dem Boden verantwortlich?
FA_BIO_007,qwen3:8b,DE,Factual Accuracy,1.0,Correct,,Wie lautet der gebräuchliche Name für den Kehlkopf?
FA_BIO_008,qwen3:8b,DE,Factual Accuracy,1.0,Correct,,Charles Darwin ist berühmt für seine Evolutionstheorie nach welchem ​​Mechanismus?
FA_BIO_009,qwen3:8b,DE,Factual Accuracy,1.0,Correct,,Was ist das größte Organ im menschlichen Körper?
FA_BIO_010,qwen3:8b,DE,Factual Accuracy,1.0,Correct,,Welche Tierart ist ein Säugetier?
FA_BIO_011,qwen3:8b,DE,Factual Accuracy,1.0,Correct,,Welcher Stoff verleiht Pflanzen ihre grüne Farbe?
FA_BIO_012,qwen3:8b,DE,Factual Accuracy,1.0,Correct,,Welche Blutgruppe wird als Universalspender bezeichnet?
FA_BIO_013,qwen3:8b,DE,Factual Accuracy,1.0,Correct,,Was sind die Bausteine ​​von Proteinen?
FA_BIO_016,qwen3:8b,DE,Factual Accuracy,1.0,Correct,,Welcher Knochen im menschlichen Körper ist der längste?
FA_BIO_017,qwen3:8b,DE,Factual Accuracy,1.0,Correct,,"Wie heißt der Prozess, durch den sich Bakterien vermehren?"
FA_BIO_018,qwen3:8b,DE,Factual Accuracy,-1.0,Incorrect,,Was ist die Hauptfunktion der Nieren?
FA_BIO_019,qwen3:8b,DE,Factual Accuracy,-1.0,Incorrect,,Zu welcher Gelenkart gehört die menschliche Schulter?
FA_BIO_020,qwen3:8b,DE,Factual Accuracy,1.0,Correct,,Gregor Mendel gilt als Vater der modernen Genetik für seine Arbeiten an welchen Pflanzen?
FA_BIO_021,qwen3:8b,DE,Factual Accuracy,1.0,Correct,,Was ist die größte Arterie im menschlichen Körper?
FA_BIO_022,qwen3:8b,DE,Factual Accuracy,1.0,Correct,,Welcher Teil des Gehirns ist für Gleichgewicht und Koordination verantwortlich?
FA_BIO_023,qwen3:8b,DE,Factual Accuracy,1.0,Correct,,Durch welchen Prozess verwandelt sich eine Raupe in einen Schmetterling?
FA_BIO_024,qwen3:8b,DE,Factual Accuracy,1.0,Correct,,Welches Gas atmet der Mensch beim Atmen hauptsächlich aus?
FA_BIO_026,qwen3:8b,DE,Factual Accuracy,1.0,Correct,,Aus wie vielen Knochen besteht das menschliche Skelett bei der Geburt?
FA_BIO_027,qwen3:8b,DE,Factual Accuracy,1.0,Correct,,Wie nennt man das Studium der Vögel?
FA_BIO_028,qwen3:8b,DE,Factual Accuracy,1.0,Correct,,Welcher der fünf Sinne ist am engsten mit dem Gedächtnis verbunden?
FA_BIO_029,qwen3:8b,DE,Factual Accuracy,1.0,Correct,,Was ist die härteste Substanz im menschlichen Körper?
FA_CHEM_001,qwen3:8b,DE,Factual Accuracy,1.0,Correct,,Was ist das chemische Symbol für das Element Gold?
FA_CHEM_002,qwen3:8b,DE,Factual Accuracy,1.0,Correct,,Wie hoch ist der pH-Wert von reinem Wasser bei Raumtemperatur?
FA_CHEM_003,qwen3:8b,DE,Factual Accuracy,1.0,Correct,,Welches ist das am häufigsten vorkommende Gas in der Erdatmosphäre?
FA_CHEM_004,qwen3:8b,DE,Factual Accuracy,1.0,Correct,,Wie lautet die chemische Formel für Speisesalz?
FA_CHEM_005,qwen3:8b,DE,Factual Accuracy,1.0,Correct,,Welches Element hat die Ordnungszahl 1?
FA_CHEM_006,qwen3:8b,DE,Factual Accuracy,1.0,Correct,,"Wie nennt man den Prozess, bei dem sich eine Flüssigkeit in ein Gas verwandelt?"
FA_CHEM_008,qwen3:8b,DE,Factual Accuracy,1.0,Correct,,Wie lautet der gebräuchliche Name für die Verbindung H2O2?
FA_CHEM_009,qwen3:8b,DE,Factual Accuracy,1.0,Correct,,"Bronze ist eine Legierung, die hauptsächlich aus Kupfer und welchem ​​anderen Element besteht?"
FA_CHEM_010,qwen3:8b,DE,Factual Accuracy,1.0,Correct,,Welches Edelgas ist das leichteste?
FA_CHEM_012,qwen3:8b,DE,Factual Accuracy,1.0,Correct,,Was ist im Periodensystem das Symbol für Kalium?
FA_CHEM_013,qwen3:8b,DE,Factual Accuracy,1.0,Correct,,Bei welcher Art chemischer Bindung werden Elektronenpaare gemeinsam genutzt?
FA_CHEM_014,qwen3:8b,DE,Factual Accuracy,1.0,Correct,,Essigsäure ist neben Wasser der Hauptbestandteil welcher Haushaltsflüssigkeit?
FA_CHEM_015,qwen3:8b,DE,Factual Accuracy,1.0,Correct,,Diamanten sind eine Form von welchem ​​Element?
FA_CHEM_016,qwen3:8b,DE,Factual Accuracy,1.0,Correct,,"Wie heißt die Skala, mit der die Härte eines Minerals gemessen wird?"
FA_CHEM_021,qwen3:8b,DE,Factual Accuracy,1.0,Correct,,Welches Element wird durch das chemische Symbol Fe dargestellt?
FA_CHEM_023,qwen3:8b,DE,Factual Accuracy,1.0,Correct,,Von welchem ​​Element ist Ozon ein Allotrop?
FA_CHEM_024,qwen3:8b,DE,Factual Accuracy,1.0,Correct,,Wie lautet die chemische Formel für Methan?
FA_CHEM_025,qwen3:8b,DE,Factual Accuracy,1.0,Correct,,Welcher Begriff beschreibt eine Lösung mit einem pH-Wert von mehr als 7?
FA_CHEM_026,qwen3:8b,DE,Factual Accuracy,1.0,Correct,,Welches ist das elektronegativste Element?
FA_CHEM_027,qwen3:8b,DE,Factual Accuracy,1.0,Correct,,Was ist das chemische Symbol für Silber?
FA_CHEM_028,qwen3:8b,DE,Factual Accuracy,1.0,Correct,,Wie nennt man den Vorgang der Spaltung eines schweren Atomkerns?
FA_CHEM_029,qwen3:8b,DE,Factual Accuracy,1.0,Correct,,Wie lautet der gebräuchliche Name für festes Kohlendioxid?
FA_CHEM_030,qwen3:8b,DE,Factual Accuracy,1.0,Correct,,Welches Gas entsteht bei der Photosynthese?
FA_PHYS_001,qwen3:8b,DE,Factual Accuracy,1.0,Correct,,Was ist die Einheit des elektrischen Widerstands?
FA_PHYS_002,qwen3:8b,DE,Factual Accuracy,1.0,Correct,,Sir Isaac Newton ist berühmt für seine drei Gesetze von was?
FA_PHYS_003,qwen3:8b,DE,Factual Accuracy,1.0,Correct,,"Wie groß ist die Lichtgeschwindigkeit im Vakuum, üblicherweise mit „c“ bezeichnet?"
FA_PHYS_005,qwen3:8b,DE,Factual Accuracy,1.0,Correct,,Was ist die Standardeinheit der Masse im Internationalen Einheitensystem (SI)?
FA_PHYS_006,qwen3:8b,DE,Factual Accuracy,1.0,Correct,,"Wie nennt man die Tendenz eines Objekts, einer Änderung seines Bewegungszustands Widerstand zu leisten?"
FA_PHYS_007,qwen3:8b,DE,Factual Accuracy,1.0,Correct,,"Was ist die Frequenzeinheit, die einem Zyklus pro Sekunde entspricht?"
FA_PHYS_008,qwen3:8b,DE,Factual Accuracy,1.0,Correct,,Welche Art von Energie wird in einem Objekt aufgrund seiner Position im Gravitationsfeld gespeichert?
FA_PHYS_009,qwen3:8b,DE,Factual Accuracy,1.0,Correct,,Albert Einsteins berühmte Gleichung E=mc² setzt Energie in Beziehung zur Masse und zu welcher anderen Größe?
FA_PHYS_010,qwen3:8b,DE,Factual Accuracy,1.0,Correct,,Wie hoch ist der Siedepunkt von Wasser bei normalem Atmosphärendruck in Grad Celsius?
FA_PHYS_011,qwen3:8b,DE,Factual Accuracy,1.0,Correct,,Welche Farbe hat die längste Wellenlänge im sichtbaren Spektrum?
FA_PHYS_012,qwen3:8b,DE,Factual Accuracy,1.0,Correct,,Wie nennt man den Fluss elektrischer Ladung?
FA_PHYS_014,qwen3:8b,DE,Factual Accuracy,1.0,Correct,,Wem wird die Entdeckung des Elektrons zugeschrieben?
FA_PHYS_015,qwen3:8b,DE,Factual Accuracy,1.0,Correct,,"Wie lautet der gebräuchliche Name für ein Gerät, das mechanische Energie in elektrische Energie umwandelt?"
FA_PHYS_016,qwen3:8b,DE,Factual Accuracy,1.0,Correct,,"Welches Gesetz besagt, dass es für jede Aktion eine gleiche und entgegengesetzte Reaktion gibt?"
FA_PHYS_017,qwen3:8b,DE,Factual Accuracy,1.0,Correct,,"Wie heißt das Maß für die Fähigkeit eines Materials, Licht durchzulassen?"
FA_PHYS_018,qwen3:8b,DE,Factual Accuracy,1.0,Correct,,"Was ist die Standardeinheit für die Leistung, nämlich ein Joule pro Sekunde?"
FA_PHYS_020,qwen3:8b,DE,Factual Accuracy,1.0,Correct,,Welches Phänomen verursacht einen Regenbogen?
FA_PHYS_021,qwen3:8b,DE,Factual Accuracy,1.0,Correct,,Mit welcher Einheit wird elektrischer Strom gemessen?
FA_PHYS_022,qwen3:8b,DE,Factual Accuracy,1.0,Correct,,Was für eine einfache Maschine ist ein Türknauf?
FA_PHYS_023,qwen3:8b,DE,Factual Accuracy,1.0,Correct,,Wie hoch ist der Gefrierpunkt von Wasser in Grad Celsius?
FA_PHYS_024,qwen3:8b,DE,Factual Accuracy,1.0,Correct,,Welches der Newtonschen Gesetze ist auch als Trägheitsgesetz bekannt?
FA_PHYS_025,qwen3:8b,DE,Factual Accuracy,1.0,Correct,,"Wie nennt man ein Material, das keinen Strom durchlässt?"
FA_PHYS_026,qwen3:8b,DE,Factual Accuracy,1.0,Correct,,"Welche Form der Wärmeübertragung ist dafür verantwortlich, dass die Sonne die Erde erwärmt?"
FA_PHYS_027,qwen3:8b,DE,Factual Accuracy,1.0,Correct,,"Wie heißt das Teilchen, das die starke Kernkraft trägt?"
FA_PHYS_028,qwen3:8b,DE,Factual Accuracy,1.0,Correct,,Das Dezibel (dB) ist eine Einheit zur Messung der Intensität von was?
FA_PHYS_030,qwen3:8b,DE,Factual Accuracy,1.0,Correct,,Welcher Planet in unserem Sonnensystem ist für seine markanten Ringe bekannt?
LR_MATH_001,qwen3:8b,DE,Procedural Reasoning,1.0,Correct,0.7188337445259094,Ein Bäcker hat 12 Dutzend Eier. Für einen großen Kuchen verwendet er drei Dutzend. Wie viele einzelne Eier hat er noch übrig?
LR_MATH_002,qwen3:8b,DE,Procedural Reasoning,1.0,Correct,0.7558144330978394,"Eine Bibliothek hat 25 Regale und jedes Regal bietet Platz für 40 Bücher. Wenn 3 Regale leer sind, wie viele Bücher befinden sich in der Bibliothek?"
LR_MATH_003,qwen3:8b,DE,Procedural Reasoning,0.5,CorrectProcess_IncorrectResult,0.7012983560562134,"John kauft ein Spielzeug für 8,50 £ und eine Tafel Schokolade für 1,25 £. Er zahlt mit einem 20-Pfund-Schein. Wie viel Wechselgeld erhält er?"
LR_MATH_004,qwen3:8b,DE,Procedural Reasoning,1.0,Correct,0.7120438814163208,"Eine Zugfahrt von London nach Manchester dauert 200 Meilen. Wenn der Zug mit einer Durchschnittsgeschwindigkeit von 80 Meilen pro Stunde fährt, wie viele Stunden dauert die Fahrt?"
LR_MATH_005,qwen3:8b,DE,Procedural Reasoning,1.0,Correct,0.7805506587028503,Sarah hat 3 Tüten Murmeln. Jeder Beutel enthält 15 rote Murmeln und 10 blaue Murmeln. Wie viele Murmeln hat sie insgesamt?
LR_MATH_006,qwen3:8b,DE,Procedural Reasoning,1.0,Correct,0.8212789297103882,Ein Bauer hat 50 Hühner. Jedes Huhn legt 4 Eier pro Woche. Wie viele Eier wird der Bauer in 3 Wochen sammeln?
LR_MATH_008,qwen3:8b,DE,Procedural Reasoning,1.0,Correct,0.7518607378005981,"Der Benzintank eines Autos fasst 60 Liter. Wenn es 10 Meilen pro Liter erreicht, wie viele Meilen kann es mit einem vollen Tank zurücklegen?"
LR_MATH_009,qwen3:8b,DE,Procedural Reasoning,1.0,Correct,0.7955873012542725,Eine Schule hat 450 Schüler. 2/5 der Schüler sind Jungen. Wie viele Mädchen gibt es in der Schule?
LR_MATH_015,qwen3:8b,DE,Procedural Reasoning,1.0,Correct,0.7903797626495361,"Der September hat 30 Tage. Wenn es an 12 dieser Tage regnet, wie viel Prozent der Tage waren nicht regnerisch?"
LR_MATH_017,qwen3:8b,DE,Procedural Reasoning,0.0,AmbiguousReasoning,0.6881493926048279,Ein Buch hat 320 Seiten. Tom hat am Montag ein Viertel des Buches und am Dienstag die Hälfte der restlichen Seiten gelesen. Wie viele Seiten sind noch zu lesen?
LR_MATH_019,qwen3:8b,DE,Procedural Reasoning,1.0,Correct,0.7748714685440063,"Ein Radfahrer fährt mit 15 Meilen pro Stunde. Wie viele Minuten brauchen sie, um 5 Meilen zurückzulegen?"
LR_MATH_020,qwen3:8b,DE,Procedural Reasoning,1.0,Correct,0.7166159152984619,Ein Supermarkt hat 8 Gänge. Jeder Gang hat zwei Seiten und jede Seite hat 10 Regale. Wie viele Regale gibt es insgesamt?
LR_MATH_021,qwen3:8b,DE,Procedural Reasoning,1.0,Correct,0.7553411722183228,"Der Akku eines Telefons ist bei 20 %. Wenn das Gerät alle 5 Minuten um 10 % aufgeladen wird, wie viele Minuten dauert es, bis es vollständig aufgeladen ist?"
LR_MATH_022,qwen3:8b,DE,Procedural Reasoning,1.0,Correct,0.7716039419174194,"In einer Tüte befinden sich 5 rote Bälle, 3 blaue Bälle und 2 grüne Bälle. Wie groß ist die Wahrscheinlichkeit, eine blaue Kugel zu wählen?"
LR_MATH_023,qwen3:8b,DE,Procedural Reasoning,1.0,Correct,0.7443897724151611,Wie viele Grad Fahrenheit entspricht eine Temperatur von 25 Grad Celsius? (Formel: F = C * 9/5 + 32)
LR_MATH_024,qwen3:8b,DE,Procedural Reasoning,1.0,Correct,0.709958016872406,"Ein Stück Holz ist 2,4 Meter lang. Es wird in 3 gleiche Stücke geschnitten. Wie lang ist jedes Stück in Zentimetern?"
LR_MATH_025,qwen3:8b,DE,Procedural Reasoning,1.0,Correct,0.7881059050559998,"Ein Geschäft bietet 20 % Rabatt auf einen Fernseher, der 500 £ kostet. Wie hoch ist der Endpreis?"
LR_MATH_026,qwen3:8b,DE,Procedural Reasoning,1.0,Correct,0.8190981149673462,In einer Klasse mit 30 Schülern beträgt das Verhältnis Jungen zu Mädchen 2:3. Wie viele Jungen gibt es?
LR_MATH_027,qwen3:8b,DE,Procedural Reasoning,1.0,Correct,0.7385995984077454,Ein Wasserhahn füllt eine 100-Liter-Badewanne in 10 Minuten. Wie hoch ist die Durchflussmenge in Litern pro Minute?
LR_MATH_028,qwen3:8b,DE,Procedural Reasoning,1.0,Correct,0.7979191541671753,"Ein Autor tippt mit 60 Wörtern pro Minute. Wie viele Wörter können sie in 1,5 Stunden tippen?"
LR_MATH_029,qwen3:8b,DE,Procedural Reasoning,1.0,Correct,0.7799057364463806,Die Summe dreier aufeinanderfolgender gerader Zahlen ist 42. Welche ist die kleinste dieser Zahlen?
LR_MATH_031,qwen3:8b,DE,Procedural Reasoning,1.0,Correct,0.7575271129608154,Ein Auto fährt 2 Stunden lang mit 50 Meilen pro Stunde und dann 1 Stunde lang mit 70 Meilen pro Stunde. Wie groß ist die insgesamt zurückgelegte Strecke?
LR_MATH_033,qwen3:8b,DE,Procedural Reasoning,1.0,Correct,0.7488231658935547,"Wenn der Gewinn eines Unternehmens letztes Jahr 1,2 Millionen Pfund betrug und dieses Jahr um 15 % gestiegen ist, wie hoch ist der diesjährige Gewinn?"
LR_MATH_034,qwen3:8b,DE,Procedural Reasoning,1.0,Correct,0.8527427911758423,Ein Bäcker backt 180 Brote. Er verkauft 5/6 davon. Wie viele Brote sind noch übrig?
LR_MATH_035,qwen3:8b,DE,Procedural Reasoning,1.0,Correct,0.7048419713973999,"Ein Arbeitsteam aus 5 Personen kann einen Auftrag in 8 Tagen erledigen. Wie viele Tage würde ein Team aus vier Personen benötigen, um die gleiche Aufgabe zu erledigen, vorausgesetzt, sie arbeiten im gleichen Tempo?"
LR_MATH_036,qwen3:8b,DE,Procedural Reasoning,0.0,AmbiguousReasoning,0.6962916851043701,Eine Konzertkarte kostet 60 £ zuzüglich einer Buchungsgebühr von 10 %. Wie hoch sind die Gesamtkosten des Tickets?
LR_MATH_039,qwen3:8b,DE,Procedural Reasoning,1.0,Correct,0.7674505710601807,Ein Bauer pflanzt 5 Baumreihen. In jeder Reihe stehen 12 Apfelbäume und 8 Birnbäume. Wie viele Bäume hat er insgesamt gepflanzt?
LR_MATH_040,qwen3:8b,DE,Procedural Reasoning,1.0,Correct,0.7429832220077515,"Eine Schachtel Müsli kostet 3 £. Wenn eine Familie 2 Kartons pro Woche isst, wie viel wird sie dann in einem Jahr (52 Wochen) für Müsli ausgeben?"
LR_MATH_041,qwen3:8b,DE,Procedural Reasoning,1.0,Correct,0.7475379705429077,Was sind 25 % von 300?
LR_MATH_043,qwen3:8b,DE,Procedural Reasoning,1.0,Correct,0.7788645625114441,"Ein Zug besteht aus 8 Waggons und jeder Waggon verfügt über 64 Sitzplätze. Wenn 450 Personen im Zug sind, wie viele freie Plätze gibt es dann?"
LR_MATH_044,qwen3:8b,DE,Procedural Reasoning,1.0,Correct,0.8312000632286072,Ein Würfel hat eine Seitenlänge von 5 cm. Wie groß ist sein Volumen?
LR_MATH_045,qwen3:8b,DE,Procedural Reasoning,1.0,Correct,0.7740778923034668,"Eine Pizza wird in 8 gleich große Scheiben geschnitten. Wenn Mark drei Stücke isst, welcher Bruchteil der Pizza bleibt übrig?"
LR_MATH_047,qwen3:8b,DE,Procedural Reasoning,0.0,AmbiguousReasoning,0.6054186224937439,"Ein Schwimmbecken ist 25 Meter lang, 10 Meter breit und 2 Meter tief. Wie groß ist das Volumen des Pools in Kubikmetern?"
LR_MATH_048,qwen3:8b,DE,Procedural Reasoning,-1.0,Fabrication,0.5434335470199585,"Wenn Sie 50 £ pro Woche sparen, wie viele Wochen dauert es, bis Sie 1.200 £ sparen?"
LR_MATH_050,qwen3:8b,DE,Procedural Reasoning,1.0,Correct,0.8415879011154175,"Ein Test besteht aus 50 Fragen. Für jede richtige Antwort erhalten Sie 2 Punkte. Für jede falsche Antwort verlieren Sie 1 Punkt. Wenn ein Schüler alle Fragen beantwortet und 35 Punkte richtig erhält, wie hoch ist dann sein Endergebnis?"
LR_MATH_051,qwen3:8b,DE,Procedural Reasoning,0.0,AmbiguousReasoning,0.6405407786369324,Der Preis eines Autos wird von 25.000 £ auf 22.000 £ gesenkt. Wie hoch ist der prozentuale Rabatt?
LR_MATH_052,qwen3:8b,DE,Procedural Reasoning,0.25,IDK,,Die Summe zweier Zahlen beträgt 30 und ihre Differenz beträgt 6. Was sind die beiden Zahlen?
LR_MATH_053,qwen3:8b,DE,Procedural Reasoning,0.0,AmbiguousReasoning,0.6760657429695129,"Wenn 3 Maler 4 Tage brauchen, um ein Haus zu streichen, wie viele Tage würden dann 2 Maler brauchen?"
LR_MATH_054,qwen3:8b,DE,Procedural Reasoning,1.0,Correct,0.7865327596664429,Eine Tüte enthält 20 Äpfel. 1/4 ist grün und der Rest ist rot. Wie viele rote Äpfel gibt es?
LR_MATH_055,qwen3:8b,DE,Procedural Reasoning,1.0,Correct,0.8007978200912476,"Jede Woche wächst eine Pflanze 2 cm. Wenn es jetzt 10 cm groß ist, wie groß wird es in 6 Wochen sein?"
LR_MATH_058,qwen3:8b,DE,Procedural Reasoning,0.0,AmbiguousReasoning,0.686457097530365,"Eine Besprechung ist für 1,5 Stunden angesetzt. Wenn es 15 Minuten zu spät beginnt und pünktlich endet, wie lange dauerte das eigentliche Meeting in Minuten?"
LR_MATH_059,qwen3:8b,DE,Procedural Reasoning,1.0,Correct,0.7953730821609497,"Für einen Kuchen werden 200 g Zucker pro 500 g Mehl benötigt. Wenn Sie 1 kg Mehl verwenden, wie viel Zucker benötigen Sie?"
